"","const","ratio_alpha_psi","const_error"
"99",9.85596937849002,2,0.170543720033983
"100",9.26249490836986,2,0.764018190154145
"101",8.86648751353592,3,1.16002558498809
"102",9.78658162057952,3,0.239931477944483
"103",9.7791183337112,3,0.2473947648128
"104",8.54865859413204,3,1.47785450439196
"105",10.001404306521,3,0.0251087920029551
"106",9.65171375777834,3,0.374799340745657
"107",9.31891482402825,3,0.707598274495755
"108",9.04905193381873,3,0.977461164705272
"109",9.74689309997391,3,0.279619998550094
"110",8.39241577940873,3,1.63409731911527
"111",9.42093501566887,3,0.605578082855127
"112",10.0226163229676,3,0.00389677555638279
"113",9.69498456316541,3,0.331528535358586
"114",9.67685275153086,3,0.349660346993142
"115",9.39528141405994,3,0.631231684464058
"116",8.60885092655082,3,1.41766217197319
"117",10.325160050253,3,0.298646951728969
"118",9.9990094563801,3,0.0275036421438966
"119",9.51506108573027,3,0.511452012793733
"120",9.17050979829568,3,0.856003300228325
"121",9.47035322182234,3,0.556159876701665
"122",9.40142217283637,3,0.625090925687632
"123",9.57326271034442,3,0.453250388179585
"124",8.52224921586319,3,1.50426388266081
"125",9.57424670776244,3,0.45226639076156
"126",9.59938116144192,3,0.427131937082077
"127",10.073603890053,3,0.0470907915289853
"128",9.7130766978388,3,0.313436400685205
"129",10.0015448709536,3,0.0249682275703567
"130",9.72598993048424,3,0.300523168039762
"131",7.76940608424513,3,2.25710701427887
"132",9.60174840522357,3,0.42476469330043
"133",10.1048349006143,3,0.0783218020902723
"134",9.68374779197462,3,0.34276530654938
"135",9.57083133390993,3,0.455681764614068
"136",9.62733648136764,3,0.399176617156359
"137",9.64951465758615,3,0.376998440937847
"138",7.65775158323834,3,2.36876151528566
"139",9.5060351544838,3,0.520477944040199
"140",10.0239871378425,3,0.00252596068145117
"141",9.85338032677442,3,0.173132771749584
"142",8.81517534155371,3,1.21133775697029
"143",9.70366428115639,3,0.322848817367616
"144",8.68980233594759,3,1.33671076257641
"145",9.58112462931729,3,0.445388469206714
"146",9.3517473798957,3,0.674765718628304
"147",9.34173982458079,3,0.684773273943211
"148",10.2707741683457,3,0.244261069821723
"149",8.09256776926004,3,1.93394532926396
"150",9.68945254741224,3,0.33706055111176
"151",10.3398688108597,4,0.313355712335674
"152",9.80562007839596,4,0.220893020128038
"153",9.81650034960296,4,0.210012748921043
"154",8.40731636536318,4,1.61919673316082
"155",10.01897928619,4,0.00753381233404049
"156",9.75462361487707,4,0.271889483646929
"157",8.7131372902341,4,1.3133758082899
"158",9.21069158995746,4,0.815821508566538
"159",9.7470304728718,4,0.279482625652202
"160",10.0411064009552,4,0.0145933024312406
"161",7.87076616242505,4,2.15574693609895
"162",7.80413037841898,4,2.22238272010502
"163",9.28358011010393,4,0.742932988420071
"164",7.2885798657089,4,2.7379332328151
"165",9.45897364243321,4,0.56753945609079
"166",7.995965626149,4,2.030547472375
"167",8.39283447198582,4,1.63367862653818
"168",9.24204807952822,4,0.784465018995782
"169",9.71666426248508,4,0.309848836038924
"170",7.34243595903315,4,2.68407713949085
"171",8.32299338679106,4,1.70351971173294
"172",8.78436315099342,4,1.24214994753058
"173",9.57376872743177,4,0.452744371092226
"174",8.14635167961159,4,1.88016141891241
"175",9.32699267005671,4,0.699520428467295
"176",10.1649030046968,4,0.138389906172838
"177",10.4547851202798,4,0.428272021755808
"178",8.77676898482433,4,1.24974411369967
"179",10.0521545526326,4,0.0256414541086016
"180",10.2741956595951,4,0.24768256107107
"181",10.0930043326574,4,0.0664912341333928
"182",9.94861025214372,4,0.0779028463802778
"183",9.09018363302465,4,0.93632946549935
"184",9.34295320285231,4,0.683559895671692
"185",9.81041502751122,4,0.216098071012777
"186",9.39731191268014,4,0.629201185843858
"187",9.59522938448271,4,0.431283714041291
"188",8.49038600859352,4,1.53612708993048
"189",10.0147098253223,4,0.0118032732017426
"190",9.77278044563714,4,0.253732652886857
"191",10.3268260592369,4,0.300312960712903
"192",8.11175523548942,4,1.91475786303458
"193",9.49121720522166,4,0.53529589330234
"194",10.0571522803782,4,0.0306391818542266
"195",9.48656899937038,4,0.539944099153621
"196",9.45193840667418,4,0.574574691849824
"197",9.37961907851679,4,0.646894020007213
"198",7.98035513111907,4,2.04615796740493
"199",9.37477090017499,4,0.651742198349007
"200",7.69040174941789,4,2.33611134910611
