"","const","size_data","ratio_noise_data","law_noise"
"602","10.1770290168325","5000","1","cauchy"
"603","9.95985250096537","5000","1","cauchy"
"604","10.016824826544","5000","1","cauchy"
"605","10.0038316381473","5000","1","cauchy"
"606","10.0993216783157","5000","1","cauchy"
"607","10.0453237997673","5000","1","cauchy"
"608","9.97055720838539","5000","1","cauchy"
"609","9.94738468360491","5000","1","cauchy"
"610","10.0181194473816","5000","1","cauchy"
"611","9.95684924034341","5000","1","cauchy"
"612","10.1357841737427","5000","1","cauchy"
"613","10.0412770129582","5000","1","cauchy"
"614","10.0644599959761","5000","1","cauchy"
"615","10.2160688938059","5000","1","cauchy"
"616","9.98265672223875","5000","1","cauchy"
"617","9.91315719219748","5000","1","cauchy"
"618","9.96554682740291","5000","1","cauchy"
"619","10.0370851394255","5000","1","cauchy"
"620","10.0127563894422","5000","1","cauchy"
"621","10.0115776308337","5000","1","cauchy"
"622","10.0709881126724","5000","1","cauchy"
"623","9.9278934958819","5000","1","cauchy"
"624","9.91218345807477","5000","1","cauchy"
"625","10.0833313285257","5000","1","cauchy"
"626","9.89771750829517","5000","1","cauchy"
"627","10.113401016051","5000","1","cauchy"
"628","10.0009414565482","5000","1","cauchy"
"629","10.1366302546329","5000","1","cauchy"
"630","10.0271348646249","5000","1","cauchy"
"631","10.0787637537169","5000","1","cauchy"
"632","10.0566089682115","5000","1","cauchy"
"633","10.0928220780271","5000","1","cauchy"
"634","9.89480548495845","5000","1","cauchy"
"635","10.1308376737641","5000","1","cauchy"
"636","10.068756699987","5000","1","cauchy"
"637","9.9638393518982","5000","1","cauchy"
"638","9.92593490558581","5000","1","cauchy"
"639","10.0591499462851","5000","1","cauchy"
"640","10.1560382521249","5000","1","cauchy"
"641","9.96047957103262","5000","1","cauchy"
"642","10.0193658306031","5000","1","cauchy"
"643","10.0418035630815","5000","1","cauchy"
"644","10.042104184627","5000","1","cauchy"
"645","10.0353669190566","5000","1","cauchy"
"646","9.98728822984629","5000","1","cauchy"
"647","10.1089637913187","5000","1","cauchy"
"648","10.1465731639568","5000","1","cauchy"
"649","9.94935928654778","5000","1","cauchy"
"650","9.9650848618299","5000","1","cauchy"
"651","9.88686320032958","5000","1","cauchy"
"652","9.97211359171575","5000","1","cauchy"
"653","10.1124305486835","5000","1","cauchy"
"654","10.1429086992678","5000","1","cauchy"
"655","9.9709173513859","5000","1","cauchy"
"656","9.9333005298172","5000","1","cauchy"
"657","10.0368268510004","5000","1","cauchy"
"658","10.1563982950973","5000","1","cauchy"
"659","10.0826471451531","5000","1","cauchy"
"660","10.0252466688397","5000","1","cauchy"
"661","9.95923168216535","5000","1","cauchy"
"662","9.95668332028706","5000","1","cauchy"
"663","10.0110670962016","5000","1","cauchy"
"664","10.172606581264","5000","1","cauchy"
"665","9.94060810086226","5000","1","cauchy"
"666","10.0605499257116","5000","1","cauchy"
"667","10.1564531429335","5000","1","cauchy"
"668","9.99324267202202","5000","1","cauchy"
"669","10.0025890443445","5000","1","cauchy"
"670","10.0528485784738","5000","1","cauchy"
"671","10.139609141415","5000","1","cauchy"
