"param_1","param_2","size_data","ratio_noise_data"
1.790712347706,3.98409635972858,1000,10
1.90857495191995,3.85935872075388,1000,10
1.82539833940392,4.4338134682359,1000,10
1.99139470728588,4.06725021305574,1000,10
1.74930972544717,4.15946965072617,1000,10
2.47539966282383,3.94161024611133,1000,10
2.58468258454099,4.35907012869205,1000,10
1.51225627759305,4.43788521468196,1000,10
2.11476233902637,3.74101890578745,1000,10
2.07089568693231,4.12545908192624,1000,10
2.72302217457687,4.0914341867353,1000,10
1.96828575454129,4.23627316390921,1000,10
2.23315362331633,4.46130482395238,1000,10
2.07307538942908,4.51976096411607,1000,10
1.58898313442479,4.22317439735634,1000,10
1.86968821992924,3.87235973920615,1000,10
2.24566296987815,3.83488760608325,1000,10
1.60249581041608,4.07763094649527,1000,10
2.08983355454835,3.96740361204525,1000,10
2.05761348952547,3.93683139486784,1000,10
2.06905997745453,3.81675937963337,1000,10
1.60166082404322,4.1437507392955,1000,10
1.69805410884183,3.82615439019974,1000,10
1.55988974571229,3.66279990673065,1000,10
2.28439562255526,3.63461177141,1000,10
1.2264230585075,4.34909103644313,1000,10
1.5613402299463,3.9910390312627,1000,10
2.6412710883283,3.95301991041892,1000,10
1.44012502114966,4.6321871906006,1000,10
2.24785337951108,4.13155131876338,1000,10
2.29585840708824,4.08248962475846,1000,10
1.92039828826619,4.03509154914045,1000,10
1.82303528661228,3.79796216933833,1000,10
2.1462221358026,3.71818421677636,1000,10
2.23870239460767,3.97704225890566,1000,10
2.33619619769875,4.10023845907995,1000,10
2.04547820500939,3.85442848527036,1000,10
1.58071434113663,4.09144836759661,1000,10
2.05308610221842,3.97941085987018,1000,10
1.8251073753083,3.93165954570577,1000,10
1.99741569064373,3.76420646479874,1000,10
2.17435951130154,3.89295264986512,1000,10
2.23334101052582,3.82998917706252,1000,10
2.47136460342084,4.22408567301998,1000,10
1.77810532562654,3.88377571057136,1000,10
1.41630939746684,4.05699122494843,1000,10
2.22084552835257,4.031092658073,1000,10
2.17892241455848,5.10636222342728,1000,10
2.38660817142228,4.12464769698563,1000,10
1.49466668570398,3.96456777772853,1000,10
2.61211323886888,3.89391856400756,1000,10
2.2038011906408,3.79034402038237,1000,10
2.09506730554122,3.95092381034674,1000,10
1.87328067371421,4.0105369413827,1000,10
2.52717029008547,3.89754246589173,1000,10
2.8934322527237,4.28610843124061,1000,10
2.33811009757793,3.76734549145676,1000,10
2.00562816540087,4.12929925954441,1000,10
1.53710027575667,3.83255546220685,1000,10
1.87235849168065,3.85842374407657,1000,10
1.79096699958591,4.03170425655644,1000,10
2.18123116099055,4.10436184980513,1000,10
2.13116655169443,4.16459200372874,1000,10
1.59994564431191,4.20639202446791,1000,10
1.49579114913941,3.69057292938233,1000,10
2.12435366740465,3.92146590800185,1000,10
1.82099808458916,3.94595912647892,1000,10
2.21227821842768,4.37174096698873,1000,10
1.81511851450942,3.85914870732286,1000,10
1.73551886085189,4.06015487724217,1000,10
2.05337858904132,3.64611742322558,1000,10
2.20246368836129,3.79106771373532,1000,10
1.64632648156913,4.24053271465455,1000,10
2.33701678299755,3.79418260157989,1000,10
0.596210382335042,4.32014150292931,1000,10
2.1868332023034,4.58261632181239,1000,10
2.37767021377977,4.07436484148648,10000,1
1.77269337085382,3.97247707722345,10000,1
2.59520046779378,3.90811303117609,10000,1
1.33350742353942,4.10457634549239,10000,1
2.00564394319966,3.7840275298249,10000,1
1.91072090673552,3.71694103151967,10000,1
1.69009534395491,3.87255698632571,10000,1
1.32955209518187,3.90148336465427,10000,1
2.00667364016609,3.89407618704591,10000,1
2.19532488787705,4.12135309032551,10000,1
1.48074833746542,4.14868468007153,10000,1
1.75058861595608,4.03907395375282,10000,1
2.17142221802188,4.09638772159324,10000,1
2.22594924242586,3.91424686334212,10000,1
2.01508482368773,3.99254021294219,10000,1
2.08614975010351,4.33339519342044,10000,1
1.34758908892286,3.93513692877809,10000,1
1.53628141711752,3.97094563866731,10000,1
2.14696657323076,4.98126797674777,10000,1
1.90181551536671,3.848165978015,10000,1
2.38557160440863,3.96132024378346,10000,1
1.45751837454737,3.78110612221062,10000,1
2.01866604059761,3.96771232584433,10000,1
2.54573282001433,4.26684334479044,10000,1
2.27158131409477,3.97235766570402,10000,1
2.16541270410449,3.95976974770363,10000,1
2.26589350440513,3.85451827436135,10000,1
2.05047382655103,3.70017718801901,10000,1
1.768000662727,4.27341575736791,10000,1
2.35042005436804,3.85710489993363,10000,1
1.74615917879983,4.07030057845641,10000,1
1.53166080501942,4.08131164895785,10000,1
2.40194337507856,3.85170633086673,10000,1
1.93882844564506,4.56721621542238,10000,1
2.13316433291448,4.3364115040632,10000,1
2.03266344113891,3.85802788536076,10000,1
1.39396048592553,3.83139447317935,10000,1
1.84185439265567,3.87556795686251,10000,1
1.67512088615186,4.41646698246623,10000,1
1.77776391539474,3.8275496469455,10000,1
1.91037927891567,4.35112802753274,10000,1
2.13274616338532,4.10071337844784,10000,1
1.75115572024334,3.9729560259806,10000,1
2.14148710667815,3.88361336845465,10000,1
2.71470747666322,3.7596964780741,10000,1
2.13070889048768,4.05799615828464,10000,1
2.01424791093242,3.87070977791611,10000,1
1.81302061517036,3.93698778191702,10000,1
1.94196860221155,3.98070294835061,10000,1
1.90702325373277,3.95284299227206,10000,1
1.64354955961244,4.24698033281529,10000,1
2.35715863294841,4.05968611760405,10000,1
1.86556548372901,4.09077116660483,10000,1
1.61240080616645,4.2644123799093,10000,1
2.24636401574437,4.19145947703804,10000,1
1.61973554384165,3.83408673204515,10000,1
1.7883947102866,3.9799308077254,10000,1
2.24854158426352,4.09956963450786,10000,1
1.31584789525751,4.07755650719755,10000,1
1.53588622161915,4.18069569909567,10000,1
2.26935482631489,4.05688229389541,10000,1
1.37954010004303,3.85834878357484,10000,1
1.8633008753941,4.07612618734911,10000,1
1.84146886488662,3.84412954794652,10000,1
2.16912146137806,4.05676908824026,10000,1
1.79703827502927,3.88429562126294,10000,1
2.46796842537939,3.59648034154785,10000,1
1.4716484734352,4.03458518747648,10000,1
1.91644446514547,3.64113033898175,10000,1
2.00735313404105,3.82954375640072,10000,1
1.95641016496521,4.2458680076903,10000,1
1.78967779864216,4.08088827433494,10000,1
1.62149631988614,3.84681634030967,10000,1
1.55301281958819,4.06772687286139,10000,1
1.26584688550648,4.13229608287366,10000,1
2.35627073904745,3.84672858678376,10000,1
1.10375302063767,4.34763867806178,10000,1
1.33002020120621,3.79617531299591,10000,1
2.44599943419745,4.17703683074506,10000,1
1.32364536677924,4.19117828635645,10000,1
1.84491171854971,3.92952489265226,10000,1
1.77193098327012,3.93686677011297,10000,1
2.21373410875422,3.97001252454465,10000,1
2.16571651993127,3.95545363889051,10000,1
1.96958900402797,3.79534485301692,10000,1
1.20278315131027,4.41291073615584,10000,1
2.8945485840044,4.01435920442018,10000,1
1.83782817153625,4.06124458079503,10000,1
1.26502917369945,4.48749878089293,10000,1
2.22058276179529,3.67935978942928,10000,1
2.05571642375144,3.99139385346498,10000,1
2.00428357224665,3.77953555556087,10000,1
1.70352056663419,3.91156586032989,10000,1
2.01113819391758,4.30904113853758,10000,1
2.1704366102209,3.96929638986203,10000,1
1.78462694149249,4.04155793512537,10000,1
1.69257892758797,3.73413493490771,10000,1
1.52632086633931,4.05222662508641,10000,1
1.42109463600792,3.99668620040757,10000,1
2.20481235801581,4.06203123396026,10000,1
1.95749821704854,3.9316751625172,10000,10
1.83116699341481,4.01237044654408,10000,10
1.89336145910686,3.98479669745127,10000,10
1.87637566586964,3.95654322826849,10000,10
1.96311646463869,4.05643210492512,10000,10
1.93888101772209,3.95703382207248,10000,10
2.16766361407406,3.91402377289242,10000,10
1.96923284524092,3.9996901889579,10000,10
1.82932153459224,4.03175583306329,10000,10
1.95137280444579,3.97868749934314,10000,10
1.98325324450635,4.01846693908956,10000,10
1.81657973735165,3.97050324906995,10000,10
1.79357417858992,3.96209232479596,10000,10
1.93649703576303,3.95159296915736,10000,10
1.90285756474978,4.21271471810442,10000,10
1.8500119870123,3.92798761605136,10000,10
1.97662559426099,4.02491548118705,10000,10
2.00723116648997,4.07249819671843,10000,10
2.08593101009647,3.95956991639505,10000,10
1.99675422151486,4.13529874335944,10000,10
1.87480121848683,3.95990461136719,10000,10
1.98003833795811,3.9680113352646,10000,10
1.91805706376982,3.91390493067083,10000,10
1.96085079294572,3.93912746953138,10000,10
1.83608272242601,3.93840594123431,10000,10
1.93191288138397,4.06231043467824,10000,10
2.06477521152702,3.90430609539617,10000,10
2.023459368659,3.93618559770162,10000,10
1.94554366776866,3.95060551708302,10000,10
1.9159748904941,3.99836415579712,10000,10
2.05968487504143,4.01247376372485,10000,10
1.90505201184424,4.08614367371192,10000,10
1.90529532778019,3.92529333103739,10000,10
1.96051149415289,3.89826544267271,10000,10
1.99593158798313,4.04769974933092,10000,10
1.85411565252162,3.90843513159835,10000,10
1.72039940137766,3.98995634622989,10000,10
1.87539182358306,4.04025705629611,10000,10
1.98927883284915,3.92733357214793,10000,10
1.97138899784314,3.96384406876405,10000,10
1.98549310120153,3.99323220257893,10000,10
2.03778588317219,3.93631183757098,10000,10
1.97221953766421,4.04327676957473,10000,10
2.02286380036904,3.95594344658194,10000,10
2.06978970625224,3.92750610071435,10000,10
2.10283452586987,4.02584234270472,10000,10
1.95677303242174,4.00426992281737,10000,10
1.91053961071812,3.96464029443814,10000,10
2.02368220374133,3.96626022453206,10000,10
2.01888824912285,3.96045493859556,10000,10
1.97355809852598,3.90128808030277,10000,10
2.18188654476235,3.90174778782621,10000,10
1.82738620640039,3.91355962159296,10000,10
1.92155286325142,3.9055436112918,10000,10
1.93314223942457,3.86804822353402,10000,10
1.92826733050352,3.95231366142071,10000,10
1.85563252519897,3.88502498559137,10000,10
2.06641135408188,4.12276729852737,10000,10
2.11959663237001,3.93635305795617,10000,10
1.76572301649431,3.89728202959814,10000,10
1.68697508760452,4.00504605772658,10000,10
1.9785152650934,3.9451126424402,10000,10
1.84060279436085,3.94937061527258,10000,10
1.93533944534148,3.98670277334268,10000,10
1.71341415806529,3.96481225651951,10000,10
1.71227949279929,3.88648253232896,10000,10
1.85277208772423,3.99437256003475,10000,10
1.67626627437058,4.02313342571797,10000,10
1.93960426655558,3.98220344125508,10000,10
2.02838194096931,3.92608502260682,10000,10
1.90424253414167,3.99869147499485,10000,10
1.73459257674313,3.90508795380756,10000,10
2.02010242458276,4.02376699475088,10000,10
2.21088794671233,3.97025910670637,10000,10
2.02572026726603,4.03560517657234,10000,10
2.08873469802857,3.95648425817126,10000,10
1.97999574448832,3.95714414692166,10000,10
1.82962535473099,3.89111817213625,10000,10
1.96900495655182,3.99769638247008,10000,10
1.92361043020538,3.90784241846814,10000,10
1.87661525584991,3.99515975097893,10000,10
1.70585488451706,4.10847474006713,10000,10
1.85596471969757,3.96935513288818,10000,10
1.95542019158739,3.92629770210233,10000,10
1.84840315084112,4.06687641629142,10000,10
1.79986074282561,3.92990794599,10000,10
1.9906058499124,3.93274517734535,10000,10
2.04773023089693,3.94186681815445,10000,10
1.95330472066458,3.85590521447171,10000,10
2.12321065579327,3.95078085041805,10000,10
1.79160333589535,3.91773933233344,10000,10
2.13251909636165,3.89355709919955,10000,10
2.05798545563012,4.00611600040575,10000,10
1.92729592142133,4.01511031305563,10000,10
1.80360063168083,4.00728495315525,10000,10
2.07338963121047,3.95858050392335,10000,10
1.89370504609506,3.9162835950574,10000,10
2.18415779552143,3.89082143404467,10000,10
1.72793280554707,3.95471008325967,10000,10
1.85903554020297,4.0079198781652,10000,10
